Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Cereals and bakery products,9,2003,2003,Lower bound of forecast range,2
Cereals and bakery products,9,2003,2003,Upper bound of forecast range,3
Cereals and bakery products,10,2003,2003,Lower bound of forecast range,2
Cereals and bakery products,10,2003,2003,Upper bound of forecast range,3
Cereals and bakery products,11,2003,2003,Lower bound of forecast range,2
Cereals and bakery products,11,2003,2003,Upper bound of forecast range,3
Cereals and bakery products,12,2003,2003,Lower bound of forecast range,2
Cereals and bakery products,12,2003,2003,Upper bound of forecast range,3
Nonalcoholic beverages,1,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,1,2003,2003,Upper bound of forecast range,1.5
Nonalcoholic beverages,2,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,2,2003,2003,Upper bound of forecast range,1.5
Nonalcoholic beverages,3,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,3,2003,2003,Upper bound of forecast range,1.5
Nonalcoholic beverages,4,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,4,2003,2003,Upper bound of forecast range,1.5
Nonalcoholic beverages,5,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,5,2003,2003,Upper bound of forecast range,1.5
Nonalcoholic beverages,6,2003,2003,Lower bound of forecast range,1
Nonalcoholic beverages,6,2003,2003,Upper bound of forecast range,2
Nonalcoholic beverages,7,2003,2003,Lower bound of forecast range,1
Nonalcoholic beverages,7,2003,2003,Upper bound of forecast range,2
Nonalcoholic beverages,8,2003,2003,Lower bound of forecast range,1
Nonalcoholic beverages,8,2003,2003,Upper bound of forecast range,2
Nonalcoholic beverages,9,2003,2003,Lower bound of forecast range,1
Nonalcoholic beverages,9,2003,2003,Upper bound of forecast range,2
Nonalcoholic beverages,10,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,10,2003,2003,Upper bound of forecast range,1.5
Nonalcoholic beverages,11,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,11,2003,2003,Upper bound of forecast range,1.5
Nonalcoholic beverages,12,2003,2003,Lower bound of forecast range,0.5
Nonalcoholic beverages,12,2003,2003,Upper bound of forecast range,1.5
Other foods,1,2003,2003,Lower bound of forecast range,1.5
Other foods,1,2003,2003,Upper bound of forecast range,2.5
Other foods,2,2003,2003,Lower bound of forecast range,1.5
Other foods,2,2003,2003,Upper bound of forecast range,2.5
Other foods,3,2003,2003,Lower bound of forecast range,1.5
Other foods,3,2003,2003,Upper bound of forecast range,2.5
Other foods,4,2003,2003,Lower bound of forecast range,1.5
Other foods,4,2003,2003,Upper bound of forecast range,2.5
Other foods,5,2003,2003,Lower bound of forecast range,1.5
Other foods,5,2003,2003,Upper bound of forecast range,2.5
Other foods,6,2003,2003,Lower bound of forecast range,1
Other foods,6,2003,2003,Upper bound of forecast range,2
Other foods,7,2003,2003,Lower bound of forecast range,1.5
Other foods,7,2003,2003,Upper bound of forecast range,2.5
Other foods,8,2003,2003,Lower bound of forecast range,1.5
Other foods,8,2003,2003,Upper bound of forecast range,2.5
Other foods,9,2003,2003,Lower bound of forecast range,1.5
Other foods,9,2003,2003,Upper bound of forecast range,2.5
Other foods,10,2003,2003,Lower bound of forecast range,1.5
Other foods,10,2003,2003,Upper bound of forecast range,2.5
Other foods,11,2003,2003,Lower bound of forecast range,1
Other foods,11,2003,2003,Upper bound of forecast range,2
Other foods,12,2003,2003,Lower bound of forecast range,1
Other foods,12,2003,2003,Upper bound of forecast range,2
All food,7,2003,2004,Lower bound of forecast range,2
All food,7,2003,2004,Upper bound of forecast range,2.5
All food,8,2003,2004,Lower bound of forecast range,2
All food,8,2003,2004,Upper bound of forecast range,2.5
All food,9,2003,2004,Lower bound of forecast range,2
All food,9,2003,2004,Upper bound of forecast range,3
All food,10,2003,2004,Lower bound of forecast range,2
All food,10,2003,2004,Upper bound of forecast range,3
All food,11,2003,2004,Lower bound of forecast range,2
All food,11,2003,2004,Upper bound of forecast range,3
All food,12,2003,2004,Lower bound of forecast range,2
All food,12,2003,2004,Upper bound of forecast range,3
All food,1,2004,2004,Lower bound of forecast range,2.2
All food,1,2004,2004,Upper bound of forecast range,3.2
All food,2,2004,2004,Lower bound of forecast range,2.2
All food,2,2004,2004,Upper bound of forecast range,3.2
All food,3,2004,2004,Lower bound of forecast range,2.5
All food,3,2004,2004,Upper bound of forecast range,3.5
All food,4,2004,2004,Lower bound of forecast range,2.5
All food,4,2004,2004,Upper bound of forecast range,3.5
All food,5,2004,2004,Lower bound of forecast range,3
All food,5,2004,2004,Upper bound of forecast range,4
All food,6,2004,2004,Lower bound of forecast range,3
All food,6,2004,2004,Upper bound of forecast range,4
All food,7,2004,2004,Lower bound of forecast range,3
All food,7,2004,2004,Upper bound of forecast range,4
All food,8,2004,2004,Lower bound of forecast range,3
All food,8,2004,2004,Upper bound of forecast range,4
All food,9,2004,2004,Lower bound of forecast range,3
All food,9,2004,2004,Upper bound of forecast range,4
All food,10,2004,2004,Lower bound of forecast range,3
All food,10,2004,2004,Upper bound of forecast range,4
All food,11,2004,2004,Lower bound of forecast range,3
All food,11,2004,2004,Upper bound of forecast range,4
All food,12,2004,2004,Lower bound of forecast range,3
All food,12,2004,2004,Upper bound of forecast range,4
Food away from home,7,2003,2004,Lower bound of forecast range,2
Food away from home,7,2003,2004,Upper bound of forecast range,3
Food away from home,8,2003,2004,Lower bound of forecast range,2
Food away from home,8,2003,2004,Upper bound of forecast range,3
Food away from home,9,2003,2004,Lower bound of forecast range,2
Food away from home,9,2003,2004,Upper bound of forecast range,3
Food away from home,10,2003,2004,Lower bound of forecast range,2
Food away from home,10,2003,2004,Upper bound of forecast range,3
Food away from home,11,2003,2004,Lower bound of forecast range,2
Food away from home,11,2003,2004,Upper bound of forecast range,3
Food away from home,12,2003,2004,Lower bound of forecast range,2
Food away from home,12,2003,2004,Upper bound of forecast range,3
Food away from home,1,2004,2004,Lower bound of forecast range,2
Food away from home,1,2004,2004,Upper bound of forecast range,3
Food away from home,2,2004,2004,Lower bound of forecast range,2
Food away from home,2,2004,2004,Upper bound of forecast range,3
Food away from home,3,2004,2004,Lower bound of forecast range,2
Food away from home,3,2004,2004,Upper bound of forecast range,3
Food away from home,4,2004,2004,Lower bound of forecast range,2
Food away from home,4,2004,2004,Upper bound of forecast range,3
Food away from home,5,2004,2004,Lower bound of forecast range,2.5
Food away from home,5,2004,2004,Upper bound of forecast range,3.5
Food away from home,6,2004,2004,Lower bound of forecast range,2.5
Food away from home,6,2004,2004,Upper bound of forecast range,3.5
Food away from home,7,2004,2004,Lower bound of forecast range,2.5
Food away from home,7,2004,2004,Upper bound of forecast range,3.5
Food away from home,8,2004,2004,Lower bound of forecast range,2.5
Food away from home,8,2004,2004,Upper bound of forecast range,3.5
Food away from home,9,2004,2004,Lower bound of forecast range,2.5
Food away from home,9,2004,2004,Upper bound of forecast range,3.5
Food away from home,10,2004,2004,Lower bound of forecast range,2.5
Food away from home,10,2004,2004,Upper bound of forecast range,3.5
Food away from home,11,2004,2004,Lower bound of forecast range,2.5
Food away from home,11,2004,2004,Upper bound of forecast range,3.5
Food away from home,12,2004,2004,Lower bound of forecast range,2.5
Food away from home,12,2004,2004,Upper bound of forecast range,3.5
Food at home,7,2003,2004,Lower bound of forecast range,1.5
Food at home,7,2003,2004,Upper bound of forecast range,2.5
Food at home,8,2003,2004,Lower bound of forecast range,1.5
Food at home,8,2003,2004,Upper bound of forecast range,2.5
Food at home,9,2003,2004,Lower bound of forecast range,1.5
Food at home,9,2003,2004,Upper bound of forecast range,2.5
Food at home,10,2003,2004,Lower bound of forecast range,1.5
Food at home,10,2003,2004,Upper bound of forecast range,2.5
Food at home,11,2003,2004,Lower bound of forecast range,2
Food at home,11,2003,2004,Upper bound of forecast range,3
Food at home,12,2003,2004,Lower bound of forecast range,2
Food at home,12,2003,2004,Upper bound of forecast range,3
Food at home,1,2004,2004,Lower bound of forecast range,2.5
Food at home,1,2004,2004,Upper bound of forecast range,3.5
Food at home,2,2004,2004,Lower bound of forecast range,2.5
Food at home,2,2004,2004,Upper bound of forecast range,3.5
Food at home,3,2004,2004,Lower bound of forecast range,3
Food at home,3,2004,2004,Upper bound of forecast range,4
Food at home,4,2004,2004,Lower bound of forecast range,3
Food at home,4,2004,2004,Upper bound of forecast range,4
Food at home,5,2004,2004,Lower bound of forecast range,3
Food at home,5,2004,2004,Upper bound of forecast range,4
Food at home,6,2004,2004,Lower bound of forecast range,3.5
Food at home,6,2004,2004,Upper bound of forecast range,4.5
Food at home,7,2004,2004,Lower bound of forecast range,3.5
Food at home,7,2004,2004,Upper bound of forecast range,4.5
Food at home,8,2004,2004,Lower bound of forecast range,3.5
Food at home,8,2004,2004,Upper bound of forecast range,4.5
Food at home,9,2004,2004,Lower bound of forecast range,3.5
Food at home,9,2004,2004,Upper bound of forecast range,4.5
Food at home,10,2004,2004,Lower bound of forecast range,3.5
Food at home,10,2004,2004,Upper bound of forecast range,4.5
Food at home,11,2004,2004,Lower bound of forecast range,3.5
Food at home,11,2004,2004,Upper bound of forecast range,4.5
Food at home,12,2004,2004,Lower bound of forecast range,3.5
Food at home,12,2004,2004,Upper bound of forecast range,4.5
"Meats, poultry, and fish",7,2003,2004,Lower bound of forecast range,1.5
"Meats, poultry, and fish",7,2003,2004,Upper bound of forecast range,2
"Meats, poultry, and fish",8,2003,2004,Lower bound of forecast range,1.5
"Meats, poultry, and fish",8,2003,2004,Upper bound of forecast range,2
"Meats, poultry, and fish",9,2003,2004,Lower bound of forecast range,2
"Meats, poultry, and fish",9,2003,2004,Upper bound of forecast range,3
"Meats, poultry, and fish",10,2003,2004,Lower bound of forecast range,2
"Meats, poultry, and fish",10,2003,2004,Upper bound of forecast range,3
"Meats, poultry, and fish",11,2003,2004,Lower bound of forecast range,2
"Meats, poultry, and fish",11,2003,2004,Upper bound of forecast range,3
"Meats, poultry, and fish",12,2003,2004,Lower bound of forecast range,2
"Meats, poultry, and fish",12,2003,2004,Upper bound of forecast range,3
"Meats, poultry, and fish",1,2004,2004,Lower bound of forecast range,1
"Meats, poultry, and fish",1,2004,2004,Upper bound of forecast range,2
"Meats, poultry, and fish",2,2004,2004,Lower bound of forecast range,1
"Meats, poultry, and fish",2,2004,2004,Upper bound of forecast range,2
"Meats, poultry, and fish",3,2004,2004,Lower bound of forecast range,1
"Meats, poultry, and fish",3,2004,2004,Upper bound of forecast range,2
"Meats, poultry, and fish",4,2004,2004,Lower bound of forecast range,2.5
"Meats, poultry, and fish",4,2004,2004,Upper bound of forecast range,3.5
"Meats, poultry, and fish",5,2004,2004,Lower bound of forecast range,3.5
"Meats, poultry, and fish",5,2004,2004,Upper bound of forecast range,4.5
"Meats, poultry, and fish",6,2004,2004,Lower bound of forecast range,5
"Meats, poultry, and fish",6,2004,2004,Upper bound of forecast range,6
"Meats, poultry, and fish",7,2004,2004,Lower bound of forecast range,6
"Meats, poultry, and fish",7,2004,2004,Upper bound of forecast range,7
"Meats, poultry, and fish",8,2004,2004,Lower bound of forecast range,6.5
"Meats, poultry, and fish",8,2004,2004,Upper bound of forecast range,7.5
"Meats, poultry, and fish",9,2004,2004,Lower bound of forecast range,6.5
"Meats, poultry, and fish",9,2004,2004,Upper bound of forecast range,7.5
"Meats, poultry, and fish",10,2004,2004,Lower bound of forecast range,6.5
"Meats, poultry, and fish",10,2004,2004,Upper bound of forecast range,7.5
"Meats, poultry, and fish",11,2004,2004,Lower bound of forecast range,6.5
"Meats, poultry, and fish",11,2004,2004,Upper bound of forecast range,7.5
"Meats, poultry, and fish",12,2004,2004,Lower bound of forecast range,6.5
"Meats, poultry, and fish",12,2004,2004,Upper bound of forecast range,7.5
Meats,7,2003,2004,Lower bound of forecast range,1.5
Meats,7,2003,2004,Upper bound of forecast range,2.5
Meats,8,2003,2004,Lower bound of forecast range,1.5
Meats,8,2003,2004,Upper bound of forecast range,2.5
Meats,9,2003,2004,Lower bound of forecast range,3
Meats,9,2003,2004,Upper bound of forecast range,4
Meats,10,2003,2004,Lower bound of forecast range,2.5
Meats,10,2003,2004,Upper bound of forecast range,3.5
Meats,11,2003,2004,Lower bound of forecast range,2.5
Meats,11,2003,2004,Upper bound of forecast range,3.5
Meats,12,2003,2004,Lower bound of forecast range,2.5
Meats,12,2003,2004,Upper bound of forecast range,3.5
Meats,1,2004,2004,Lower bound of forecast range,-1
Meats,1,2004,2004,Upper bound of forecast range,0
Meats,2,2004,2004,Lower bound of forecast range,-1
Meats,2,2004,2004,Upper bound of forecast range,0
Meats,3,2004,2004,Lower bound of forecast range,0
Meats,3,2004,2004,Upper bound of forecast range,1
Meats,4,2004,2004,Lower bound of forecast range,2.5
Meats,4,2004,2004,Upper bound of forecast range,3.5
Meats,5,2004,2004,Lower bound of forecast range,4
Meats,5,2004,2004,Upper bound of forecast range,5
Meats,6,2004,2004,Lower bound of forecast range,6
Meats,6,2004,2004,Upper bound of forecast range,7
Meats,7,2004,2004,Lower bound of forecast range,6.5
Meats,7,2004,2004,Upper bound of forecast range,7.5
Meats,8,2004,2004,Lower bound of forecast range,7.5
Meats,8,2004,2004,Upper bound of forecast range,8.5
Meats,9,2004,2004,Lower bound of forecast range,7.5
Meats,9,2004,2004,Upper bound of forecast range,8.5
Meats,10,2004,2004,Lower bound of forecast range,7.5
Meats,10,2004,2004,Upper bound of forecast range,8.5
Meats,11,2004,2004,Lower bound of forecast range,7.5
Meats,11,2004,2004,Upper bound of forecast range,8.5
Meats,12,2004,2004,Lower bound of forecast range,7.5
Meats,12,2004,2004,Upper bound of forecast range,8.5
Beef and veal,7,2003,2004,Lower bound of forecast range,2
Beef and veal,7,2003,2004,Upper bound of forecast range,3
Beef and veal,8,2003,2004,Lower bound of forecast range,2
Beef and veal,8,2003,2004,Upper bound of forecast range,3
Beef and veal,9,2003,2004,Lower bound of forecast range,3
Beef and veal,9,2003,2004,Upper bound of forecast range,4
Beef and veal,10,2003,2004,Lower bound of forecast range,3
Beef and veal,10,2003,2004,Upper bound of forecast range,4
Beef and veal,11,2003,2004,Lower bound of forecast range,3
Beef and veal,11,2003,2004,Upper bound of forecast range,4
Beef and veal,12,2003,2004,Lower bound of forecast range,3
Beef and veal,12,2003,2004,Upper bound of forecast range,4
Beef and veal,1,2004,2004,Lower bound of forecast range,-4
Beef and veal,1,2004,2004,Upper bound of forecast range,-3
Beef and veal,2,2004,2004,Lower bound of forecast range,-4
Beef and veal,2,2004,2004,Upper bound of forecast range,-3
Beef and veal,3,2004,2004,Lower bound of forecast range,-1
Beef and veal,3,2004,2004,Upper bound of forecast range,0
Beef and veal,4,2004,2004,Lower bound of forecast range,2
Beef and veal,4,2004,2004,Upper bound of forecast range,3
Beef and veal,5,2004,2004,Lower bound of forecast range,4
Beef and veal,5,2004,2004,Upper bound of forecast range,5
Beef and veal,6,2004,2004,Lower bound of forecast range,6.5
Beef and veal,6,2004,2004,Upper bound of forecast range,7.5
Beef and veal,7,2004,2004,Lower bound of forecast range,8
Beef and veal,7,2004,2004,Upper bound of forecast range,9
Beef and veal,8,2004,2004,Lower bound of forecast range,10
Beef and veal,8,2004,2004,Upper bound of forecast range,11
